	cluster	cluster_color	dataset	dataset_color	type	type_color
SCC_GSE144236.52	33	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
BRCA_GSE114727_10X.48	33	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
SKCM_GSE148190.83	33	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM_GSE148190	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
BRCA_GSE110686.70	33	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	BRCA_GSE110686	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
SCC_GSE145328.62	33	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SCC_GSE145328	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
CLL_GSE111014.31	33	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	CLL_GSE111014	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	CLL	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
AML_GSE116256.61	33	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	AML_GSE116256	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	AML	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
COAD_GSE146771_10X.22	33	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
COAD_GSE146771_10X.43	34	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
GBM_GSE135437.82	34	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	GBM_GSE135437	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
SCC_GSE123813_aPD1.87	34	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	SCC_GSE123813_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
LECR_GSE139555_UCEC.2	34	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	LECR_GSE139555_UCEC	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	LECR	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
BRCA_GSE110686.71	34	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	BRCA_GSE110686	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
BRCA_GSE114727_10X.92	34	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
NHL_GSE128531.44	34	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
GBM_GSE131928_10X.66	34	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
KIRC_GSE111360.3	34	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
PBMC_60K.4	35	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	PBMC_60K	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
LIHC_GSE98638.97	35	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	LIHC_GSE98638	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	LIHC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
ALL_GSE132509.49	35	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	ALL_GSE132509	(1.0, 0.4980392156862745, 0.054901960784313725)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE148190.76	35	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SKCM_GSE148190	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
COAD_GSE108989.69	35	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	COAD_GSE108989	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
SCC_GSE145328.44	35	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SCC_GSE145328	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
BRCA_GSE114727_10X.97	35	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
NSCLC_GSE99254.57	35	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	NSCLC_GSE99254	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SCC_GSE123813_aPD1.75	35	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	SCC_GSE123813_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NSCLC_EMTAB6149.67	36	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC_EMTAB6149	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE72056.3	36	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	SKCM_GSE72056	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
SCC_GSE144236.9	36	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
HNSC_GSE103322.47	36	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	HNSC_GSE103322	(1.0, 0.4980392156862745, 0.054901960784313725)	HNSC	(1.0, 0.4980392156862745, 0.054901960784313725)
SKCM_GSE120575_aPD1aCTLA4.38	36	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	SKCM_GSE120575_aPD1aCTLA4	(1.0, 0.4980392156862745, 0.054901960784313725)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
GBM_GSE135437.99	36	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	GBM_GSE135437	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
OV_GSE154600.37	36	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	OV_GSE154600	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
GBM_GSE89567.89	36	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	GBM_GSE89567	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
GBM_GSE138794.75	37	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	GBM_GSE138794	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NHL_GSE128531.37	37	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
PRAD_GSE141445.62	37	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	PRAD_GSE141445	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PRAD	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
OV_GSE130000.18	37	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	OV_GSE130000	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
KIRC_GSE111360.24	37	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
NSCLC_GSE143423.82	37	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	NSCLC_GSE143423	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SCC_GSE144236.76	37	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
PAAD_CRA001160.31	37	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	PAAD_CRA001160	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
PRAD_GSE141445.50	38	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	PRAD_GSE141445	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PRAD	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
SKCM_GSE115978_aPD1.40	38	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SKCM_GSE115978_aPD1	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SKCM	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
PAAD_GSE111672.79	38	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	PAAD_GSE111672	(1.0, 0.4980392156862745, 0.054901960784313725)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
BCC_GSE141526.29	38	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	BCC_GSE141526	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	BCC	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
CHOL_GSE142784.33	38	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	CHOL_GSE142784	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	CHOL	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NHL_GSE128531.12	38	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	NHL_GSE128531	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NHL	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
NSCLC_GSE117570.34	38	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	NSCLC_GSE117570	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
SCC_GSE144236.37	38	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
COAD_GSE146771_10X.94	39	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
MCC_GSE118056_aPDL1.64	39	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	MCC_GSE118056_aPDL1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
BLCA_GSE145281_aPD1.30	39	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	BLCA_GSE145281_aPD1	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)	BLCA	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
PBMC_8K.98	39	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	PBMC_8K	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
CLL_GSE111014.43	39	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	CLL_GSE111014	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	CLL	(0.4980392156862745, 0.4980392156862745, 0.4980392156862745)
PBMC_30K.16	39	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	PBMC_30K	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
MCC_GSE117988_aPD1aCTLA4.86	39	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	MCC_GSE117988_aPD1aCTLA4	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	MCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
PBMC_60K.31	39	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	PBMC_60K	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
COAD_GSE146771_Smartseq2.33	40	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD_GSE146771_Smartseq2	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
PAAD_GSE141017.28	40	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	PAAD_GSE141017	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
LECR_GSE139555_UCEC.12	40	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	LECR_GSE139555_UCEC	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	LECR	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
SCC_GSE144236.42	40	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NSCLC_GSE99254.55	40	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NSCLC_GSE99254	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
COAD_GSE108989.84	40	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD_GSE108989	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
NPC_GSE150430.30	40	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	NPC_GSE150430	(1.0, 0.4980392156862745, 0.054901960784313725)	NPC	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)
OV_GSE154600.34	40	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	OV_GSE154600	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
OV_GSE130000.85	41	(1.0, 0.4980392156862745, 0.054901960784313725)	OV_GSE130000	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
NSCLC_GSE143423.92	41	(1.0, 0.4980392156862745, 0.054901960784313725)	NSCLC_GSE143423	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
OV_GSE154600.92	41	(1.0, 0.4980392156862745, 0.054901960784313725)	OV_GSE154600	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	OV	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
PAAD_CRA001160.15	41	(1.0, 0.4980392156862745, 0.054901960784313725)	PAAD_CRA001160	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
PRAD_GSE141445.24	41	(1.0, 0.4980392156862745, 0.054901960784313725)	PRAD_GSE141445	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PRAD	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
PAAD_GSE141017.98	41	(1.0, 0.4980392156862745, 0.054901960784313725)	PAAD_GSE141017	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	PAAD	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)
NET_GSE140312.3	41	(1.0, 0.4980392156862745, 0.054901960784313725)	NET_GSE140312	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	NET	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
STAD_GSE134520.36	41	(1.0, 0.4980392156862745, 0.054901960784313725)	STAD_GSE134520	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	STAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
SCC_GSE144236.43	42	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	SCC_GSE144236	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)	SCC	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)
NET_GSE140312.63	42	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NET_GSE140312	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	NET	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
COAD_GSE146771_Smartseq2.89	42	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	COAD_GSE146771_Smartseq2	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
COAD_GSE146771_10X.98	42	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
NSCLC_GSE117570.4	42	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	NSCLC_GSE117570	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	NSCLC	(1.0, 0.4980392156862745, 0.054901960784313725)
KIRC_GSE111360.82	42	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC_GSE111360	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	KIRC	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
GBM_GSE131928_10X.89	42	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM_GSE131928_10X	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	GBM	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)
PRAD_GSE141445.47	42	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	PRAD_GSE141445	(0.8901960784313725, 0.4666666666666667, 0.7607843137254902)	PRAD	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
PBMC_8K.20	43	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	PBMC_8K	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)	PBMC	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)
AML_GSE154109.28	43	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	AML_GSE154109	(0.5803921568627451, 0.403921568627451, 0.7411764705882353)	AML	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)
ALL_GSE132509.56	43	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	ALL_GSE132509	(1.0, 0.4980392156862745, 0.054901960784313725)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
COAD_GSE146771_10X.54	43	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	COAD_GSE146771_10X	(0.09019607843137255, 0.7450980392156863, 0.8117647058823529)	COAD	(0.7372549019607844, 0.7411764705882353, 0.13333333333333333)
ALL_GSE154109.24	43	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	ALL_GSE154109	(0.17254901960784313, 0.6274509803921569, 0.17254901960784313)	ALL	(1.0, 0.4980392156862745, 0.054901960784313725)
BRCA_GSE114727_10X.29	43	(0.8392156862745098, 0.15294117647058825, 0.1568627450980392)	BRCA_GSE114727_10X	(0.12156862745098039, 0.4666666666666667, 0.7058823529411765)	BRCA	(0.5490196078431373, 0.33725490196078434, 0.29411764705882354)
